user_id,country,user_action,trainer_name,timestamp,readable_timestamp
7616,Egypt,visit_home,,1750908219000,2025-06-26 04:23:39 AM
8657,Nigeria,visit_home,,1757573327000,2025-09-11 07:48:47 AM
7477,Egypt,visit_home,,1752024237000,2025-07-09 02:23:57 AM
9229,Nigeria,visit_home,,1758836206000,2025-09-25 10:36:46 PM
7273,Nigeria,visit_home,,1756762590000,2025-09-01 10:36:30 PM
5475,Tanzania,visit_home,,1753337288000,2025-07-24 07:08:08 AM
6225,Egypt,visit_home,,1760922664000,2025-10-20 02:11:04 AM
2548,Egypt,visit_home,,1754692572000,2025-08-08 11:36:12 PM
9422,South Africa,visit_plans,,1754456115000,2025-08-06 05:55:15 AM
4228,Ghana,visit_home,,1750957856000,2025-06-26 06:10:56 PM
6828,Nigeria,visit_home,,1753080738000,2025-07-21 07:52:18 AM
8215,Ghana,visit_home,,1749040592000,2025-06-04 01:36:32 PM
3232,Ghana,visit_trainers,Alex Johnson,1750046421000,2025-06-16 05:00:21 AM
3427,Kenya,visit_home,,1761563826000,2025-10-27 12:17:06 PM
1775,South Africa,visit_home,,1756108295000,2025-08-25 08:51:35 AM
7596,Tanzania,visit_plans,,1754665968000,2025-08-08 04:12:48 PM
7381,Kenya,visit_home,,1756707499000,2025-09-01 07:18:19 AM
7928,South Africa,visit_home,,1749903660000,2025-06-14 01:21:00 PM
5927,Nigeria,visit_home,,1752223647000,2025-07-11 09:47:27 AM
5899,Nigeria,visit_trainers,Liam Smith,1760437840000,2025-10-14 11:30:40 AM
6049,South Africa,visit_home,,1752745052000,2025-07-17 10:37:32 AM
8845,South Africa,visit_plans,,1753587441000,2025-07-27 04:37:21 AM
7156,South Africa,visit_home,,1752361988000,2025-07-13 12:13:08 AM
1630,South Africa,visit_home,,1759482600000,2025-10-03 10:10:00 AM
9211,Nigeria,visit_home,,1760626778000,2025-10-16 03:59:38 PM
3098,Egypt,visit_home,,1752400680000,2025-07-13 10:58:00 AM
5621,Egypt,visit_home,,1748915945000,2025-06-03 02:59:05 AM
5346,Nigeria,visit_plans,,1755344847000,2025-08-16 12:47:27 PM
8005,South Africa,visit_home,,1758063810000,2025-09-17 12:03:30 AM
5763,South Africa,visit_home,,1759783746000,2025-10-06 09:49:06 PM
2693,Ghana,visit_home,,1759235364000,2025-09-30 01:29:24 PM
7147,South Africa,visit_home,,1750099162000,2025-06-16 07:39:22 PM
8864,South Africa,view_plan,,1750360863000,2025-06-19 08:21:03 PM
2157,Egypt,visit_home,,1758847186000,2025-09-26 01:39:46 AM
4080,South Africa,visit_trainers,Alex Johnson,1760375162000,2025-10-13 06:06:02 PM
4832,Nigeria,visit_trainers,Liam Smith,1761454957000,2025-10-26 06:02:37 AM
1675,South Africa,visit_home,,1753113292000,2025-07-21 04:54:52 PM
6351,Nigeria,visit_home,,1757356809000,2025-09-08 07:40:09 PM
5372,Nigeria,visit_home,,1756964205000,2025-09-04 06:36:45 AM
7763,South Africa,visit_home,,1756387795000,2025-08-28 02:29:55 PM
2877,Egypt,visit_home,,1753851962000,2025-07-30 06:06:02 AM
4886,South Africa,visit_home,,1754362269000,2025-08-05 03:51:09 AM
7524,South Africa,visit_home,,1761312543000,2025-10-24 02:29:03 PM
5993,Egypt,visit_home,,1755978017000,2025-08-23 08:40:17 PM
4475,Nigeria,subscribed_elite,,1759304316000,2025-10-01 08:38:36 AM
4524,South Africa,visit_home,,1762259217000,2025-11-04 01:26:57 PM
5234,Nigeria,visit_home,,1760673034000,2025-10-17 04:50:34 AM
9986,Nigeria,visit_home,,1757959513000,2025-09-15 07:05:13 PM
7592,Ghana,visit_home,,1753235589000,2025-07-23 02:53:09 AM
7847,South Africa,view_plan,,1753808866000,2025-07-29 06:07:46 PM
3496,South Africa,visit_home,,1762291142000,2025-11-04 10:19:02 PM
3878,South Africa,visit_home,,1755770147000,2025-08-21 10:55:47 AM
7196,Nigeria,visit_home,,1754570542000,2025-08-07 01:42:22 PM
4020,Nigeria,visit_home,,1753070237000,2025-07-21 04:57:17 AM
6745,Ghana,visit_plans,,1748852863000,2025-06-02 09:27:43 AM
3878,South Africa,visit_home,,1753607362000,2025-07-27 10:09:22 AM
8956,South Africa,visit_home,,1757110511000,2025-09-05 11:15:11 PM
8330,Nigeria,visit_trainers,Mia Carter,1751635107000,2025-07-04 02:18:27 PM
6683,Nigeria,visit_home,,1753649764000,2025-07-27 09:56:04 PM
4458,Kenya,visit_home,,1754732315000,2025-08-09 10:38:35 AM
8393,Kenya,visit_home,,1751455698000,2025-07-02 12:28:18 PM
6709,Egypt,visit_home,,1761094936000,2025-10-22 02:02:16 AM
3326,South Africa,visit_home,,1750038985000,2025-06-16 02:56:25 AM
1128,Ghana,visit_home,,1758060570000,2025-09-16 11:09:30 PM
3992,Egypt,visit_home,,1749296568000,2025-06-07 12:42:48 PM
5885,Egypt,visit_home,,1748948270000,2025-06-03 11:57:50 AM
2874,Tanzania,visit_home,,1753703107000,2025-07-28 12:45:07 PM
3784,Nigeria,visit_home,,1756049978000,2025-08-24 04:39:38 PM
8526,Egypt,visit_home,,1761326491000,2025-10-24 06:21:31 PM
3969,Egypt,visit_plans,,1762170405000,2025-11-03 12:46:45 PM
9340,Nigeria,visit_home,,1749709347000,2025-06-12 07:22:27 AM
6793,South Africa,view_plan,,1752766090000,2025-07-17 04:28:10 PM
6691,Ghana,visit_home,,1759796869000,2025-10-07 01:27:49 AM
7470,South Africa,visit_home,,1748905036000,2025-06-02 11:57:16 PM
1504,Nigeria,visit_home,,1757015157000,2025-09-04 08:45:57 PM
6097,South Africa,visit_trainers,Liam Smith,1757886637000,2025-09-14 10:50:37 PM
8595,Egypt,visit_home,,1753666449000,2025-07-28 02:34:09 AM
3538,Nigeria,visit_home,,1753680569000,2025-07-28 06:29:29 AM
6143,South Africa,visit_home,,1761864502000,2025-10-30 11:48:22 PM
6975,Egypt,visit_home,,1753948906000,2025-07-31 09:01:46 AM
9698,Nigeria,visit_home,,1756383216000,2025-08-28 01:13:36 PM
6879,Egypt,visit_home,,1761383361000,2025-10-25 10:09:21 AM
1910,South Africa,visit_home,,1756322525000,2025-08-27 08:22:05 PM
8541,Nigeria,visit_home,,1758346945000,2025-09-20 06:42:25 AM
2529,Tanzania,visit_home,,1757622287000,2025-09-11 09:24:47 PM
4514,Nigeria,visit_plans,,1752397190000,2025-07-13 09:59:50 AM
7724,South Africa,visit_home,,1748970543000,2025-06-03 06:09:03 PM
6390,Nigeria,visit_plans,,1761740784000,2025-10-29 01:26:24 PM
4149,South Africa,view_plan,,1760130801000,2025-10-10 10:13:21 PM
3942,Egypt,visit_home,,1762168251000,2025-11-03 12:10:51 PM
3061,Nigeria,visit_home,,1759333090000,2025-10-01 04:38:10 PM
4034,Egypt,visit_home,,1754114710000,2025-08-02 07:05:10 AM
9337,Kenya,visit_home,,1759606221000,2025-10-04 08:30:21 PM
3656,South Africa,visit_home,,1752073600000,2025-07-09 04:06:40 PM
8727,Ghana,visit_home,,1750035383000,2025-06-16 01:56:23 AM
9650,Nigeria,subscribed_elite,,1759403776000,2025-10-02 12:16:16 PM
9504,Egypt,visit_home,,1754255843000,2025-08-03 10:17:23 PM
1203,Nigeria,visit_home,,1759675561000,2025-10-05 03:46:01 PM
2356,Nigeria,visit_home,,1750923161000,2025-06-26 08:32:41 AM
1925,Ghana,visit_plans,,1751067399000,2025-06-28 12:36:39 AM
5639,Egypt,visit_plans,,1761242243000,2025-10-23 06:57:23 PM
6932,Ghana,visit_trainers,Mia Carter,1749516751000,2025-06-10 01:52:31 AM
3388,Ghana,visit_plans,,1753200109000,2025-07-22 05:01:49 PM
4502,Nigeria,visit_home,,1752556521000,2025-07-15 06:15:21 AM
5683,South Africa,visit_home,,1754188939000,2025-08-03 03:42:19 AM
9242,Egypt,visit_home,,1750440732000,2025-06-20 06:32:12 PM
5661,Nigeria,subscribed_basic,,1754340728000,2025-08-04 09:52:08 PM
3033,Ghana,visit_home,,1750534757000,2025-06-21 08:39:17 PM
2044,South Africa,visit_trainers,Mia Carter,1754426596000,2025-08-05 09:43:16 PM
5630,Nigeria,sent_message,,1755698244000,2025-08-20 02:57:24 PM
4399,Egypt,visit_plans,,1755309939000,2025-08-16 03:05:39 AM
9400,Egypt,visit_home,,1752938402000,2025-07-19 04:20:02 PM
3039,Egypt,visit_plans,,1749207179000,2025-06-06 11:52:59 AM
1546,Egypt,visit_home,,1749010551000,2025-06-04 05:15:51 AM
2478,Nigeria,visit_home,,1756437954000,2025-08-29 04:25:54 AM
5606,Nigeria,visit_home,,1751769632000,2025-07-06 03:40:32 AM
7829,Nigeria,visit_home,,1761721658000,2025-10-29 08:07:38 AM
9821,Tanzania,visit_home,,1762278373000,2025-11-04 06:46:13 PM
1429,Ghana,visit_home,,1756021458000,2025-08-24 08:44:18 AM
2952,Egypt,sent_message,,1755790285000,2025-08-21 04:31:25 PM
9824,South Africa,visit_home,,1755266438000,2025-08-15 03:00:38 PM
5100,South Africa,view_plan,,1755847220000,2025-08-22 08:20:20 AM
1584,Egypt,visit_home,,1750859250000,2025-06-25 02:47:30 PM
7706,Egypt,visit_home,,1752674480000,2025-07-16 03:01:20 PM
9845,Nigeria,visit_home,,1754861648000,2025-08-10 10:34:08 PM
1517,Nigeria,visit_home,,1761529943000,2025-10-27 02:52:23 AM
3801,South Africa,visit_home,,1758918987000,2025-09-26 09:36:27 PM
5374,Egypt,visit_home,,1754361936000,2025-08-05 03:45:36 AM
2134,Ghana,visit_home,,1761211481000,2025-10-23 10:24:41 AM
6330,Ghana,visit_home,,1761496776000,2025-10-26 05:39:36 PM
1196,Nigeria,visit_home,,1761228654000,2025-10-23 03:10:54 PM
6051,Egypt,visit_home,,1754434072000,2025-08-05 11:47:52 PM
8442,South Africa,visit_plans,,1755140544000,2025-08-14 04:02:24 AM
6388,Nigeria,visit_home,,1750677734000,2025-06-23 12:22:14 PM
8469,Ghana,visit_plans,,1752948933000,2025-07-19 07:15:33 PM
4497,Egypt,visit_home,,1759597970000,2025-10-04 06:12:50 PM
2071,Ghana,visit_home,,1758624519000,2025-09-23 11:48:39 AM
9134,Nigeria,visit_home,,1761758366000,2025-10-29 06:19:26 PM
5416,Egypt,view_plan,,1752720378000,2025-07-17 03:46:18 AM
6938,Tanzania,visit_home,,1752927233000,2025-07-19 01:13:53 PM
3742,Tanzania,visit_home,,1756729856000,2025-09-01 01:30:56 PM
7971,Egypt,visit_home,,1749523057000,2025-06-10 03:37:37 AM
3860,Nigeria,visit_plans,,1759766847000,2025-10-06 05:07:27 PM
3776,Tanzania,visit_home,,1756600571000,2025-08-31 01:36:11 AM
2276,Tanzania,visit_home,,1756619469000,2025-08-31 06:51:09 AM
5938,Egypt,visit_trainers,Alex Johnson,1753020837000,2025-07-20 03:13:57 PM
2664,Nigeria,visit_home,,1750792562000,2025-06-24 08:16:02 PM
7663,Kenya,visit_home,,1756765257000,2025-09-01 11:20:57 PM
6219,South Africa,visit_trainers,Liam Smith,1753453498000,2025-07-25 03:24:58 PM
9049,Tanzania,visit_plans,,1759734043000,2025-10-06 08:00:43 AM
6226,Nigeria,visit_home,,1756216897000,2025-08-26 03:01:37 PM
3822,Tanzania,visit_home,,1760085645000,2025-10-10 09:40:45 AM
1709,Nigeria,visit_home,,1755256561000,2025-08-15 12:16:01 PM
9015,Nigeria,visit_home,,1752847044000,2025-07-18 02:57:24 PM
6376,South Africa,visit_plans,,1756091661000,2025-08-25 04:14:21 AM
8451,Nigeria,visit_home,,1749175723000,2025-06-06 03:08:43 AM
2698,Egypt,visit_home,,1759019758000,2025-09-28 01:35:58 AM
8067,Egypt,visit_trainers,Mia Carter,1752952414000,2025-07-19 08:13:34 PM
6323,Ghana,visit_home,,1752349002000,2025-07-12 08:36:42 PM
9055,Nigeria,visit_home,,1758054280000,2025-09-16 09:24:40 PM
4537,Nigeria,visit_home,,1759229512000,2025-09-30 11:51:52 AM
3098,South Africa,view_plan,,1761500560000,2025-10-26 06:42:40 PM
9302,Nigeria,visit_home,,1760329690000,2025-10-13 05:28:10 AM
8546,South Africa,visit_home,,1759694471000,2025-10-05 09:01:11 PM
3150,Kenya,visit_home,,1752273490000,2025-07-11 11:38:10 PM
6538,Ghana,visit_trainers,Liam Smith,1750605354000,2025-06-22 04:15:54 PM
8630,Nigeria,visit_home,,1756904385000,2025-09-03 01:59:45 PM
3922,Nigeria,visit_home,,1756700657000,2025-09-01 05:24:17 AM
5536,Ghana,visit_plans,,1761589764000,2025-10-27 07:29:24 PM
6868,South Africa,visit_home,,1759637060000,2025-10-05 05:04:20 AM
6022,South Africa,visit_home,,1751386362000,2025-07-01 05:12:42 PM
5540,South Africa,visit_home,,1760008709000,2025-10-09 12:18:29 PM
3474,South Africa,visit_home,,1755977119000,2025-08-23 08:25:19 PM
2560,Nigeria,visit_home,,1761739078000,2025-10-29 12:57:58 PM
5038,Tanzania,sent_message,,1751435646000,2025-07-02 06:54:06 AM
6368,South Africa,visit_home,,1752982690000,2025-07-20 04:38:10 AM
3168,Nigeria,visit_home,,1757442468000,2025-09-09 07:27:48 PM
6011,Nigeria,visit_home,,1753214332000,2025-07-22 08:58:52 PM
8085,Nigeria,visit_home,,1752323919000,2025-07-12 01:38:39 PM
2601,Egypt,subscribed_basic,,1749139137000,2025-06-05 04:58:57 PM
9147,Ghana,visit_home,,1751630251000,2025-07-04 12:57:31 PM
8702,Egypt,visit_home,,1757774677000,2025-09-13 03:44:37 PM
1193,Nigeria,visit_home,,1751452510000,2025-07-02 11:35:10 AM
9159,Ghana,visit_home,,1757643386000,2025-09-12 03:16:26 AM
9097,Tanzania,visit_home,,1753158551000,2025-07-22 05:29:11 AM
1555,South Africa,subscribed_pro,,1759864459000,2025-10-07 08:14:19 PM
8990,Nigeria,visit_home,,1761949591000,2025-10-31 11:26:31 PM
4713,Egypt,visit_home,,1760774970000,2025-10-18 09:09:30 AM
4989,Nigeria,subscribed_basic,,1753906627000,2025-07-30 09:17:07 PM
5155,South Africa,visit_home,,1753523499000,2025-07-26 10:51:39 AM
9537,Egypt,visit_home,,1759711909000,2025-10-06 01:51:49 AM
3958,Nigeria,subscribed_basic,,1753798309000,2025-07-29 03:11:49 PM
9046,Nigeria,visit_home,,1751746908000,2025-07-05 09:21:48 PM
1051,Nigeria,visit_home,,1756722428000,2025-09-01 11:27:08 AM
3383,Kenya,visit_plans,,1760901017000,2025-10-19 08:10:17 PM
5631,Nigeria,view_plan,,1749853321000,2025-06-13 11:22:01 PM
7379,Egypt,visit_home,,1755336550000,2025-08-16 10:29:10 AM
9960,Nigeria,visit_home,,1754857765000,2025-08-10 09:29:25 PM
6243,Ghana,subscribed_elite,,1759984677000,2025-10-09 05:37:57 AM
6999,South Africa,visit_home,,1754341315000,2025-08-04 10:01:55 PM
5809,Nigeria,visit_home,,1754273793000,2025-08-04 03:16:33 AM
1689,Egypt,visit_plans,,1755553862000,2025-08-18 10:51:02 PM
1642,Kenya,sent_message,,1760851773000,2025-10-19 06:29:33 AM
5575,Nigeria,visit_home,,1758336440000,2025-09-20 03:47:20 AM
9421,Egypt,visit_trainers,Mia Carter,1755273825000,2025-08-15 05:03:45 PM
5777,Ghana,visit_home,,1762207126000,2025-11-03 10:58:46 PM
9848,Nigeria,visit_plans,,1757906421000,2025-09-15 04:20:21 AM
2019,Ghana,visit_home,,1749740944000,2025-06-12 04:09:04 PM
4430,Ghana,visit_home,,1757400588000,2025-09-09 07:49:48 AM
2641,Nigeria,visit_home,,1761992991000,2025-11-01 11:29:51 AM
4486,Egypt,visit_home,,1760816850000,2025-10-18 08:47:30 PM
7010,Tanzania,view_plan,,1752750571000,2025-07-17 12:09:31 PM
3298,Egypt,visit_home,,1749316758000,2025-06-07 06:19:18 PM
5332,South Africa,visit_home,,1751243362000,2025-06-30 01:29:22 AM
2346,Nigeria,visit_home,,1755823591000,2025-08-22 01:46:31 AM
5054,Tanzania,visit_trainers,Alex Johnson,1757858570000,2025-09-14 03:02:50 PM
6010,Egypt,visit_home,,1755036942000,2025-08-12 11:15:42 PM
4895,Egypt,subscribed_pro,,1757952264000,2025-09-15 05:04:24 PM
4710,South Africa,view_plan,,1755699463000,2025-08-20 03:17:43 PM
9817,Nigeria,visit_home,,1749113541000,2025-06-05 09:52:21 AM
8903,Nigeria,visit_home,,1751438569000,2025-07-02 07:42:49 AM
8754,Nigeria,visit_home,,1756515302000,2025-08-30 01:55:02 AM
5314,South Africa,visit_home,,1761645738000,2025-10-28 11:02:18 AM
2835,Egypt,subscribed_basic,,1753312116000,2025-07-24 12:08:36 AM
2602,Nigeria,visit_home,,1751613167000,2025-07-04 08:12:47 AM
5562,Nigeria,visit_home,,1752207816000,2025-07-11 05:23:36 AM
8901,South Africa,visit_home,,1755351687000,2025-08-16 02:41:27 PM
4457,Egypt,visit_home,,1761836443000,2025-10-30 04:00:43 PM
6743,Nigeria,visit_trainers,Liam Smith,1757979736000,2025-09-16 12:42:16 AM
1560,Ghana,visit_home,,1757763800000,2025-09-13 12:43:20 PM
3063,Ghana,visit_home,,1750870623000,2025-06-25 05:57:03 PM
3971,Nigeria,visit_home,,1760429279000,2025-10-14 09:07:59 AM
7504,Nigeria,visit_home,,1750437329000,2025-06-20 05:35:29 PM
8156,Nigeria,subscribed_basic,,1748987422000,2025-06-03 10:50:22 PM
2882,Tanzania,visit_home,,1750777106000,2025-06-24 03:58:26 PM
4140,Ghana,visit_plans,,1753111348000,2025-07-21 04:22:28 PM
7458,South Africa,visit_home,,1759518682000,2025-10-03 08:11:22 PM
8335,Egypt,visit_home,,1761623949000,2025-10-28 04:59:09 AM
2822,Egypt,visit_home,,1750616354000,2025-06-22 07:19:14 PM
8951,South Africa,visit_trainers,Alex Johnson,1757909428000,2025-09-15 05:10:28 AM
6646,South Africa,visit_trainers,Liam Smith,1750602768000,2025-06-22 03:32:48 PM
1058,South Africa,visit_home,,1749836083000,2025-06-13 06:34:43 PM
2827,Nigeria,visit_home,,1757819020000,2025-09-14 04:03:40 AM
7792,South Africa,visit_home,,1755127523000,2025-08-14 12:25:23 AM
3591,Ghana,visit_plans,,1749430419000,2025-06-09 01:53:39 AM
9032,Egypt,visit_home,,1754864012000,2025-08-10 11:13:32 PM
9056,South Africa,visit_home,,1754814395000,2025-08-10 09:26:35 AM
1334,South Africa,subscribed_basic,,1758182085000,2025-09-18 08:54:45 AM
6117,South Africa,visit_home,,1751250679000,2025-06-30 03:31:19 AM
1827,South Africa,visit_trainers,Mia Carter,1754135929000,2025-08-02 12:58:49 PM
8472,Ghana,visit_home,,1760994711000,2025-10-20 10:11:51 PM
8788,Nigeria,visit_home,,1751451624000,2025-07-02 11:20:24 AM
