user_id,country,user_action,trainer_name,timestamp,readable_timestamp,readable_dt,date_only,time_only,hour,day,month
4032,Egypt,visit_home,,1759473940000,2025-10-03 07:45:40 AM,2025-10-03 07:45:40,2025-10-03,07:45:40 AM,7,Friday,October
8410,Kenya,visit_home,,1751490918000,2025-07-02 10:15:18 PM,2025-07-02 22:15:18,2025-07-02,10:15:18 PM,22,Wednesday,July
9000,Nigeria,visit_home,,1751288829000,2025-06-30 02:07:09 PM,2025-06-30 14:07:09,2025-06-30,02:07:09 PM,14,Monday,June
2732,South Africa,visit_home,,1758672811000,2025-09-24 01:13:31 AM,2025-09-24 01:13:31,2025-09-24,01:13:31 AM,1,Wednesday,September
1718,Egypt,visit_home,,1759815743000,2025-10-07 06:42:23 AM,2025-10-07 06:42:23,2025-10-07,06:42:23 AM,6,Tuesday,October
8513,Ghana,sent_message,,1759569876000,2025-10-04 10:24:36 AM,2025-10-04 10:24:36,2025-10-04,10:24:36 AM,10,Saturday,October
8082,South Africa,visit_trainers,Alex Johnson,1754588717000,2025-08-07 06:45:17 PM,2025-08-07 18:45:17,2025-08-07,06:45:17 PM,18,Thursday,August
5631,Ghana,visit_home,,1761895711000,2025-10-31 08:28:31 AM,2025-10-31 08:28:31,2025-10-31,08:28:31 AM,8,Friday,October
1650,Kenya,visit_home,,1755068803000,2025-08-13 08:06:43 AM,2025-08-13 08:06:43,2025-08-13,08:06:43 AM,8,Wednesday,August
9631,Ghana,visit_home,,1750323767000,2025-06-19 10:02:47 AM,2025-06-19 10:02:47,2025-06-19,10:02:47 AM,10,Thursday,June
4675,South Africa,visit_home,,1758855886000,2025-09-26 04:04:46 AM,2025-09-26 04:04:46,2025-09-26,04:04:46 AM,4,Friday,September
8888,South Africa,visit_trainers,Alex Johnson,1754715421000,2025-08-09 05:57:01 AM,2025-08-09 05:57:01,2025-08-09,05:57:01 AM,5,Saturday,August
4122,Tanzania,visit_home,,1753513838000,2025-07-26 08:10:38 AM,2025-07-26 08:10:38,2025-07-26,08:10:38 AM,8,Saturday,July
4308,Ghana,visit_home,,1755338386000,2025-08-16 10:59:46 AM,2025-08-16 10:59:46,2025-08-16,10:59:46 AM,10,Saturday,August
4710,Nigeria,subscribed_elite,,1752745238000,2025-07-17 10:40:38 AM,2025-07-17 10:40:38,2025-07-17,10:40:38 AM,10,Thursday,July
9683,South Africa,visit_trainers,Alex Johnson,1757051280000,2025-09-05 06:48:00 AM,2025-09-05 06:48:00,2025-09-05,06:48:00 AM,6,Friday,September
8974,Egypt,visit_home,,1757726258000,2025-09-13 02:17:38 AM,2025-09-13 02:17:38,2025-09-13,02:17:38 AM,2,Saturday,September
3590,Nigeria,visit_trainers,Liam Smith,1750417454000,2025-06-20 12:04:14 PM,2025-06-20 12:04:14,2025-06-20,12:04:14 PM,12,Friday,June
9108,Nigeria,visit_home,,1759514362000,2025-10-03 06:59:22 PM,2025-10-03 18:59:22,2025-10-03,06:59:22 PM,18,Friday,October
4894,South Africa,visit_home,,1754250978000,2025-08-03 08:56:18 PM,2025-08-03 20:56:18,2025-08-03,08:56:18 PM,20,Sunday,August
3790,Egypt,subscribed_elite,,1749103872000,2025-06-05 07:11:12 AM,2025-06-05 07:11:12,2025-06-05,07:11:12 AM,7,Thursday,June
5975,Egypt,visit_home,,1752911724000,2025-07-19 08:55:24 AM,2025-07-19 08:55:24,2025-07-19,08:55:24 AM,8,Saturday,July
1811,Nigeria,visit_home,,1761695697000,2025-10-29 12:54:57 AM,2025-10-29 00:54:57,2025-10-29,12:54:57 AM,0,Wednesday,October
4830,South Africa,visit_home,,1755783945000,2025-08-21 02:45:45 PM,2025-08-21 14:45:45,2025-08-21,02:45:45 PM,14,Thursday,August
2003,Nigeria,visit_home,,1752798182000,2025-07-18 01:23:02 AM,2025-07-18 01:23:02,2025-07-18,01:23:02 AM,1,Friday,July
1599,Nigeria,visit_plans,,1755145646000,2025-08-14 05:27:26 AM,2025-08-14 05:27:26,2025-08-14,05:27:26 AM,5,Thursday,August
6213,Nigeria,visit_trainers,Liam Smith,1759042285000,2025-09-28 07:51:25 AM,2025-09-28 07:51:25,2025-09-28,07:51:25 AM,7,Sunday,September
2247,Ghana,visit_home,,1756196783000,2025-08-26 09:26:23 AM,2025-08-26 09:26:23,2025-08-26,09:26:23 AM,9,Tuesday,August
3985,South Africa,visit_trainers,Mia Carter,1753396400000,2025-07-24 11:33:20 PM,2025-07-24 23:33:20,2025-07-24,11:33:20 PM,23,Thursday,July
1588,Egypt,visit_home,,1755582636000,2025-08-19 06:50:36 AM,2025-08-19 06:50:36,2025-08-19,06:50:36 AM,6,Tuesday,August
4616,South Africa,view_plan,,1759874051000,2025-10-07 10:54:11 PM,2025-10-07 22:54:11,2025-10-07,10:54:11 PM,22,Tuesday,October
7795,Ghana,visit_home,,1757369972000,2025-09-08 11:19:32 PM,2025-09-08 23:19:32,2025-09-08,11:19:32 PM,23,Monday,September
3108,Egypt,visit_home,,1751930780000,2025-07-08 12:26:20 AM,2025-07-08 00:26:20,2025-07-08,12:26:20 AM,0,Tuesday,July
6779,Ghana,visit_home,,1749247174000,2025-06-06 10:59:34 PM,2025-06-06 22:59:34,2025-06-06,10:59:34 PM,22,Friday,June
2585,Nigeria,visit_home,,1762281315000,2025-11-04 07:35:15 PM,2025-11-04 19:35:15,2025-11-04,07:35:15 PM,19,Tuesday,November
6939,Nigeria,visit_home,,1758357714000,2025-09-20 09:41:54 AM,2025-09-20 09:41:54,2025-09-20,09:41:54 AM,9,Saturday,September
8594,Nigeria,visit_home,,1750395115000,2025-06-20 05:51:55 AM,2025-06-20 05:51:55,2025-06-20,05:51:55 AM,5,Friday,June
6087,South Africa,visit_home,,1751088477000,2025-06-28 06:27:57 AM,2025-06-28 06:27:57,2025-06-28,06:27:57 AM,6,Saturday,June
7466,South Africa,visit_home,,1759447123000,2025-10-03 12:18:43 AM,2025-10-03 00:18:43,2025-10-03,12:18:43 AM,0,Friday,October
8491,Kenya,visit_home,,1758866116000,2025-09-26 06:55:16 AM,2025-09-26 06:55:16,2025-09-26,06:55:16 AM,6,Friday,September
5706,Egypt,visit_home,,1760130897000,2025-10-10 10:14:57 PM,2025-10-10 22:14:57,2025-10-10,10:14:57 PM,22,Friday,October
7474,Ghana,visit_home,,1756036526000,2025-08-24 12:55:26 PM,2025-08-24 12:55:26,2025-08-24,12:55:26 PM,12,Sunday,August
1990,Ghana,visit_plans,,1754367359000,2025-08-05 05:15:59 AM,2025-08-05 05:15:59,2025-08-05,05:15:59 AM,5,Tuesday,August
2285,Ghana,visit_home,,1754425813000,2025-08-05 09:30:13 PM,2025-08-05 21:30:13,2025-08-05,09:30:13 PM,21,Tuesday,August
2935,Ghana,visit_trainers,Liam Smith,1758668882000,2025-09-24 12:08:02 AM,2025-09-24 00:08:02,2025-09-24,12:08:02 AM,0,Wednesday,September
6496,Nigeria,view_plan,,1760757122000,2025-10-18 04:12:02 AM,2025-10-18 04:12:02,2025-10-18,04:12:02 AM,4,Saturday,October
3850,South Africa,visit_plans,,1758768946000,2025-09-25 03:55:46 AM,2025-09-25 03:55:46,2025-09-25,03:55:46 AM,3,Thursday,September
5295,Kenya,visit_home,,1749911806000,2025-06-14 03:36:46 PM,2025-06-14 15:36:46,2025-06-14,03:36:46 PM,15,Saturday,June
6295,Kenya,visit_home,,1760512434000,2025-10-15 08:13:54 AM,2025-10-15 08:13:54,2025-10-15,08:13:54 AM,8,Wednesday,October
8372,South Africa,visit_home,,1754171213000,2025-08-02 10:46:53 PM,2025-08-02 22:46:53,2025-08-02,10:46:53 PM,22,Saturday,August
1802,Egypt,visit_home,,1752095187000,2025-07-09 10:06:27 PM,2025-07-09 22:06:27,2025-07-09,10:06:27 PM,22,Wednesday,July
3206,South Africa,visit_home,,1761134034000,2025-10-22 12:53:54 PM,2025-10-22 12:53:54,2025-10-22,12:53:54 PM,12,Wednesday,October
7028,Egypt,visit_home,,1751412333000,2025-07-02 12:25:33 AM,2025-07-02 00:25:33,2025-07-02,12:25:33 AM,0,Wednesday,July
2712,Nigeria,visit_trainers,Liam Smith,1750892334000,2025-06-25 11:58:54 PM,2025-06-25 23:58:54,2025-06-25,11:58:54 PM,23,Wednesday,June
9921,Ghana,sent_message,,1752250697000,2025-07-11 05:18:17 PM,2025-07-11 17:18:17,2025-07-11,05:18:17 PM,17,Friday,July
8891,Egypt,visit_home,,1758369171000,2025-09-20 12:52:51 PM,2025-09-20 12:52:51,2025-09-20,12:52:51 PM,12,Saturday,September
6881,Nigeria,visit_home,,1761113087000,2025-10-22 07:04:47 AM,2025-10-22 07:04:47,2025-10-22,07:04:47 AM,7,Wednesday,October
9749,Egypt,visit_home,,1749270212000,2025-06-07 05:23:32 AM,2025-06-07 05:23:32,2025-06-07,05:23:32 AM,5,Saturday,June
2126,Nigeria,visit_trainers,Liam Smith,1758036383000,2025-09-16 04:26:23 PM,2025-09-16 16:26:23,2025-09-16,04:26:23 PM,16,Tuesday,September
5864,Egypt,visit_home,,1760680780000,2025-10-17 06:59:40 AM,2025-10-17 06:59:40,2025-10-17,06:59:40 AM,6,Friday,October
6398,Ghana,visit_home,,1755366499000,2025-08-16 06:48:19 PM,2025-08-16 18:48:19,2025-08-16,06:48:19 PM,18,Saturday,August
7964,Nigeria,visit_home,,1758703728000,2025-09-24 09:48:48 AM,2025-09-24 09:48:48,2025-09-24,09:48:48 AM,9,Wednesday,September
1483,South Africa,visit_home,,1750565805000,2025-06-22 05:16:45 AM,2025-06-22 05:16:45,2025-06-22,05:16:45 AM,5,Sunday,June
3130,South Africa,visit_home,,1751111869000,2025-06-28 12:57:49 PM,2025-06-28 12:57:49,2025-06-28,12:57:49 PM,12,Saturday,June
3514,Nigeria,visit_home,,1752982770000,2025-07-20 04:39:30 AM,2025-07-20 04:39:30,2025-07-20,04:39:30 AM,4,Sunday,July
9991,South Africa,visit_home,,1757032697000,2025-09-05 01:38:17 AM,2025-09-05 01:38:17,2025-09-05,01:38:17 AM,1,Friday,September
6567,South Africa,visit_home,,1754474796000,2025-08-06 11:06:36 AM,2025-08-06 11:06:36,2025-08-06,11:06:36 AM,11,Wednesday,August
6081,Nigeria,visit_trainers,Liam Smith,1754184738000,2025-08-03 02:32:18 AM,2025-08-03 02:32:18,2025-08-03,02:32:18 AM,2,Sunday,August
2660,Nigeria,visit_home,,1751981525000,2025-07-08 02:32:05 PM,2025-07-08 14:32:05,2025-07-08,02:32:05 PM,14,Tuesday,July
9194,South Africa,visit_home,,1761024811000,2025-10-21 06:33:31 AM,2025-10-21 06:33:31,2025-10-21,06:33:31 AM,6,Tuesday,October
1122,Nigeria,visit_home,,1760081043000,2025-10-10 08:24:03 AM,2025-10-10 08:24:03,2025-10-10,08:24:03 AM,8,Friday,October
2605,Ghana,visit_home,,1761364154000,2025-10-25 04:49:14 AM,2025-10-25 04:49:14,2025-10-25,04:49:14 AM,4,Saturday,October
6168,Ghana,visit_home,,1757482161000,2025-09-10 06:29:21 AM,2025-09-10 06:29:21,2025-09-10,06:29:21 AM,6,Wednesday,September
6319,South Africa,visit_home,,1756498996000,2025-08-29 09:23:16 PM,2025-08-29 21:23:16,2025-08-29,09:23:16 PM,21,Friday,August
3406,Ghana,visit_plans,,1751809133000,2025-07-06 02:38:53 PM,2025-07-06 14:38:53,2025-07-06,02:38:53 PM,14,Sunday,July
8795,Egypt,visit_home,,1753705912000,2025-07-28 01:31:52 PM,2025-07-28 13:31:52,2025-07-28,01:31:52 PM,13,Monday,July
4328,Egypt,visit_home,,1751584861000,2025-07-04 12:21:01 AM,2025-07-04 00:21:01,2025-07-04,12:21:01 AM,0,Friday,July
3541,Egypt,visit_home,,1751068501000,2025-06-28 12:55:01 AM,2025-06-28 00:55:01,2025-06-28,12:55:01 AM,0,Saturday,June
7281,Ghana,visit_home,,1760137345000,2025-10-11 12:02:25 AM,2025-10-11 00:02:25,2025-10-11,12:02:25 AM,0,Saturday,October
9807,South Africa,visit_home,,1751309274000,2025-06-30 07:47:54 PM,2025-06-30 19:47:54,2025-06-30,07:47:54 PM,19,Monday,June
2652,Tanzania,sent_message,,1753400506000,2025-07-25 12:41:46 AM,2025-07-25 00:41:46,2025-07-25,12:41:46 AM,0,Friday,July
7547,Ghana,visit_home,,1760060528000,2025-10-10 02:42:08 AM,2025-10-10 02:42:08,2025-10-10,02:42:08 AM,2,Friday,October
9894,Nigeria,visit_home,,1753580402000,2025-07-27 02:40:02 AM,2025-07-27 02:40:02,2025-07-27,02:40:02 AM,2,Sunday,July
6919,Ghana,visit_plans,,1755353230000,2025-08-16 03:07:10 PM,2025-08-16 15:07:10,2025-08-16,03:07:10 PM,15,Saturday,August
4517,Ghana,visit_home,,1762230592000,2025-11-04 05:29:52 AM,2025-11-04 05:29:52,2025-11-04,05:29:52 AM,5,Tuesday,November
8325,Nigeria,visit_home,,1757530889000,2025-09-10 08:01:29 PM,2025-09-10 20:01:29,2025-09-10,08:01:29 PM,20,Wednesday,September
4086,South Africa,visit_home,,1759231834000,2025-09-30 12:30:34 PM,2025-09-30 12:30:34,2025-09-30,12:30:34 PM,12,Tuesday,September
1899,Kenya,visit_plans,,1748940394000,2025-06-03 09:46:34 AM,2025-06-03 09:46:34,2025-06-03,09:46:34 AM,9,Tuesday,June
6793,Egypt,sent_message,,1758838961000,2025-09-25 11:22:41 PM,2025-09-25 23:22:41,2025-09-25,11:22:41 PM,23,Thursday,September
5260,Egypt,visit_home,,1754687716000,2025-08-08 10:15:16 PM,2025-08-08 22:15:16,2025-08-08,10:15:16 PM,22,Friday,August
2949,South Africa,sent_message,,1754675217000,2025-08-08 06:46:57 PM,2025-08-08 18:46:57,2025-08-08,06:46:57 PM,18,Friday,August
9956,South Africa,visit_home,,1751121272000,2025-06-28 03:34:32 PM,2025-06-28 15:34:32,2025-06-28,03:34:32 PM,15,Saturday,June
1931,Nigeria,visit_home,,1754206336000,2025-08-03 08:32:16 AM,2025-08-03 08:32:16,2025-08-03,08:32:16 AM,8,Sunday,August
2079,Nigeria,subscribed_basic,,1758829712000,2025-09-25 08:48:32 PM,2025-09-25 20:48:32,2025-09-25,08:48:32 PM,20,Thursday,September
3912,Nigeria,visit_home,,1756515430000,2025-08-30 01:57:10 AM,2025-08-30 01:57:10,2025-08-30,01:57:10 AM,1,Saturday,August
4222,South Africa,visit_home,,1752606723000,2025-07-15 08:12:03 PM,2025-07-15 20:12:03,2025-07-15,08:12:03 PM,20,Tuesday,July
6230,South Africa,visit_home,,1758621436000,2025-09-23 10:57:16 AM,2025-09-23 10:57:16,2025-09-23,10:57:16 AM,10,Tuesday,September
2670,Ghana,subscribed_pro,,1752248817000,2025-07-11 04:46:57 PM,2025-07-11 16:46:57,2025-07-11,04:46:57 PM,16,Friday,July
2675,Nigeria,visit_home,,1757393532000,2025-09-09 05:52:12 AM,2025-09-09 05:52:12,2025-09-09,05:52:12 AM,5,Tuesday,September
8914,Egypt,visit_home,,1751502035000,2025-07-03 01:20:35 AM,2025-07-03 01:20:35,2025-07-03,01:20:35 AM,1,Thursday,July
9673,Egypt,visit_plans,,1759087472000,2025-09-28 08:24:32 PM,2025-09-28 20:24:32,2025-09-28,08:24:32 PM,20,Sunday,September
7637,Nigeria,visit_home,,1751834564000,2025-07-06 09:42:44 PM,2025-07-06 21:42:44,2025-07-06,09:42:44 PM,21,Sunday,July
7616,Egypt,visit_home,,1750908219000,2025-06-26 04:23:39 AM,2025-06-26 04:23:39,2025-06-26,04:23:39 AM,4,Thursday,June
8657,Nigeria,visit_home,,1757573327000,2025-09-11 07:48:47 AM,2025-09-11 07:48:47,2025-09-11,07:48:47 AM,7,Thursday,September
7477,Egypt,visit_home,,1752024237000,2025-07-09 02:23:57 AM,2025-07-09 02:23:57,2025-07-09,02:23:57 AM,2,Wednesday,July
9229,Nigeria,visit_home,,1758836206000,2025-09-25 10:36:46 PM,2025-09-25 22:36:46,2025-09-25,10:36:46 PM,22,Thursday,September
7273,Nigeria,visit_home,,1756762590000,2025-09-01 10:36:30 PM,2025-09-01 22:36:30,2025-09-01,10:36:30 PM,22,Monday,September
5475,Tanzania,visit_home,,1753337288000,2025-07-24 07:08:08 AM,2025-07-24 07:08:08,2025-07-24,07:08:08 AM,7,Thursday,July
6225,Egypt,visit_home,,1760922664000,2025-10-20 02:11:04 AM,2025-10-20 02:11:04,2025-10-20,02:11:04 AM,2,Monday,October
2548,Egypt,visit_home,,1754692572000,2025-08-08 11:36:12 PM,2025-08-08 23:36:12,2025-08-08,11:36:12 PM,23,Friday,August
9422,South Africa,visit_plans,,1754456115000,2025-08-06 05:55:15 AM,2025-08-06 05:55:15,2025-08-06,05:55:15 AM,5,Wednesday,August
4228,Ghana,visit_home,,1750957856000,2025-06-26 06:10:56 PM,2025-06-26 18:10:56,2025-06-26,06:10:56 PM,18,Thursday,June
6828,Nigeria,visit_home,,1753080738000,2025-07-21 07:52:18 AM,2025-07-21 07:52:18,2025-07-21,07:52:18 AM,7,Monday,July
8215,Ghana,visit_home,,1749040592000,2025-06-04 01:36:32 PM,2025-06-04 13:36:32,2025-06-04,01:36:32 PM,13,Wednesday,June
3232,Ghana,visit_trainers,Alex Johnson,1750046421000,2025-06-16 05:00:21 AM,2025-06-16 05:00:21,2025-06-16,05:00:21 AM,5,Monday,June
3427,Kenya,visit_home,,1761563826000,2025-10-27 12:17:06 PM,2025-10-27 12:17:06,2025-10-27,12:17:06 PM,12,Monday,October
1775,South Africa,visit_home,,1756108295000,2025-08-25 08:51:35 AM,2025-08-25 08:51:35,2025-08-25,08:51:35 AM,8,Monday,August
7596,Tanzania,visit_plans,,1754665968000,2025-08-08 04:12:48 PM,2025-08-08 16:12:48,2025-08-08,04:12:48 PM,16,Friday,August
7381,Kenya,visit_home,,1756707499000,2025-09-01 07:18:19 AM,2025-09-01 07:18:19,2025-09-01,07:18:19 AM,7,Monday,September
7928,South Africa,visit_home,,1749903660000,2025-06-14 01:21:00 PM,2025-06-14 13:21:00,2025-06-14,01:21:00 PM,13,Saturday,June
5927,Nigeria,visit_home,,1752223647000,2025-07-11 09:47:27 AM,2025-07-11 09:47:27,2025-07-11,09:47:27 AM,9,Friday,July
5899,Nigeria,visit_trainers,Liam Smith,1760437840000,2025-10-14 11:30:40 AM,2025-10-14 11:30:40,2025-10-14,11:30:40 AM,11,Tuesday,October
6049,South Africa,visit_home,,1752745052000,2025-07-17 10:37:32 AM,2025-07-17 10:37:32,2025-07-17,10:37:32 AM,10,Thursday,July
8845,South Africa,visit_plans,,1753587441000,2025-07-27 04:37:21 AM,2025-07-27 04:37:21,2025-07-27,04:37:21 AM,4,Sunday,July
7156,South Africa,visit_home,,1752361988000,2025-07-13 12:13:08 AM,2025-07-13 00:13:08,2025-07-13,12:13:08 AM,0,Sunday,July
1630,South Africa,visit_home,,1759482600000,2025-10-03 10:10:00 AM,2025-10-03 10:10:00,2025-10-03,10:10:00 AM,10,Friday,October
9211,Nigeria,visit_home,,1760626778000,2025-10-16 03:59:38 PM,2025-10-16 15:59:38,2025-10-16,03:59:38 PM,15,Thursday,October
3098,Egypt,visit_home,,1752400680000,2025-07-13 10:58:00 AM,2025-07-13 10:58:00,2025-07-13,10:58:00 AM,10,Sunday,July
5621,Egypt,visit_home,,1748915945000,2025-06-03 02:59:05 AM,2025-06-03 02:59:05,2025-06-03,02:59:05 AM,2,Tuesday,June
5346,Nigeria,visit_plans,,1755344847000,2025-08-16 12:47:27 PM,2025-08-16 12:47:27,2025-08-16,12:47:27 PM,12,Saturday,August
8005,South Africa,visit_home,,1758063810000,2025-09-17 12:03:30 AM,2025-09-17 00:03:30,2025-09-17,12:03:30 AM,0,Wednesday,September
5763,South Africa,visit_home,,1759783746000,2025-10-06 09:49:06 PM,2025-10-06 21:49:06,2025-10-06,09:49:06 PM,21,Monday,October
2693,Ghana,visit_home,,1759235364000,2025-09-30 01:29:24 PM,2025-09-30 13:29:24,2025-09-30,01:29:24 PM,13,Tuesday,September
7147,South Africa,visit_home,,1750099162000,2025-06-16 07:39:22 PM,2025-06-16 19:39:22,2025-06-16,07:39:22 PM,19,Monday,June
8864,South Africa,view_plan,,1750360863000,2025-06-19 08:21:03 PM,2025-06-19 20:21:03,2025-06-19,08:21:03 PM,20,Thursday,June
2157,Egypt,visit_home,,1758847186000,2025-09-26 01:39:46 AM,2025-09-26 01:39:46,2025-09-26,01:39:46 AM,1,Friday,September
4080,South Africa,visit_trainers,Alex Johnson,1760375162000,2025-10-13 06:06:02 PM,2025-10-13 18:06:02,2025-10-13,06:06:02 PM,18,Monday,October
4832,Nigeria,visit_trainers,Liam Smith,1761454957000,2025-10-26 06:02:37 AM,2025-10-26 06:02:37,2025-10-26,06:02:37 AM,6,Sunday,October
1675,South Africa,visit_home,,1753113292000,2025-07-21 04:54:52 PM,2025-07-21 16:54:52,2025-07-21,04:54:52 PM,16,Monday,July
6351,Nigeria,visit_home,,1757356809000,2025-09-08 07:40:09 PM,2025-09-08 19:40:09,2025-09-08,07:40:09 PM,19,Monday,September
5372,Nigeria,visit_home,,1756964205000,2025-09-04 06:36:45 AM,2025-09-04 06:36:45,2025-09-04,06:36:45 AM,6,Thursday,September
7763,South Africa,visit_home,,1756387795000,2025-08-28 02:29:55 PM,2025-08-28 14:29:55,2025-08-28,02:29:55 PM,14,Thursday,August
2877,Egypt,visit_home,,1753851962000,2025-07-30 06:06:02 AM,2025-07-30 06:06:02,2025-07-30,06:06:02 AM,6,Wednesday,July
4886,South Africa,visit_home,,1754362269000,2025-08-05 03:51:09 AM,2025-08-05 03:51:09,2025-08-05,03:51:09 AM,3,Tuesday,August
7524,South Africa,visit_home,,1761312543000,2025-10-24 02:29:03 PM,2025-10-24 14:29:03,2025-10-24,02:29:03 PM,14,Friday,October
5993,Egypt,visit_home,,1755978017000,2025-08-23 08:40:17 PM,2025-08-23 20:40:17,2025-08-23,08:40:17 PM,20,Saturday,August
4475,Nigeria,subscribed_elite,,1759304316000,2025-10-01 08:38:36 AM,2025-10-01 08:38:36,2025-10-01,08:38:36 AM,8,Wednesday,October
4524,South Africa,visit_home,,1762259217000,2025-11-04 01:26:57 PM,2025-11-04 13:26:57,2025-11-04,01:26:57 PM,13,Tuesday,November
5234,Nigeria,visit_home,,1760673034000,2025-10-17 04:50:34 AM,2025-10-17 04:50:34,2025-10-17,04:50:34 AM,4,Friday,October
9986,Nigeria,visit_home,,1757959513000,2025-09-15 07:05:13 PM,2025-09-15 19:05:13,2025-09-15,07:05:13 PM,19,Monday,September
7592,Ghana,visit_home,,1753235589000,2025-07-23 02:53:09 AM,2025-07-23 02:53:09,2025-07-23,02:53:09 AM,2,Wednesday,July
7847,South Africa,view_plan,,1753808866000,2025-07-29 06:07:46 PM,2025-07-29 18:07:46,2025-07-29,06:07:46 PM,18,Tuesday,July
3496,South Africa,visit_home,,1762291142000,2025-11-04 10:19:02 PM,2025-11-04 22:19:02,2025-11-04,10:19:02 PM,22,Tuesday,November
3878,South Africa,visit_home,,1755770147000,2025-08-21 10:55:47 AM,2025-08-21 10:55:47,2025-08-21,10:55:47 AM,10,Thursday,August
7196,Nigeria,visit_home,,1754570542000,2025-08-07 01:42:22 PM,2025-08-07 13:42:22,2025-08-07,01:42:22 PM,13,Thursday,August
4020,Nigeria,visit_home,,1753070237000,2025-07-21 04:57:17 AM,2025-07-21 04:57:17,2025-07-21,04:57:17 AM,4,Monday,July
6745,Ghana,visit_plans,,1748852863000,2025-06-02 09:27:43 AM,2025-06-02 09:27:43,2025-06-02,09:27:43 AM,9,Monday,June
3878,South Africa,visit_home,,1753607362000,2025-07-27 10:09:22 AM,2025-07-27 10:09:22,2025-07-27,10:09:22 AM,10,Sunday,July
8956,South Africa,visit_home,,1757110511000,2025-09-05 11:15:11 PM,2025-09-05 23:15:11,2025-09-05,11:15:11 PM,23,Friday,September
8330,Nigeria,visit_trainers,Mia Carter,1751635107000,2025-07-04 02:18:27 PM,2025-07-04 14:18:27,2025-07-04,02:18:27 PM,14,Friday,July
6683,Nigeria,visit_home,,1753649764000,2025-07-27 09:56:04 PM,2025-07-27 21:56:04,2025-07-27,09:56:04 PM,21,Sunday,July
4458,Kenya,visit_home,,1754732315000,2025-08-09 10:38:35 AM,2025-08-09 10:38:35,2025-08-09,10:38:35 AM,10,Saturday,August
8393,Kenya,visit_home,,1751455698000,2025-07-02 12:28:18 PM,2025-07-02 12:28:18,2025-07-02,12:28:18 PM,12,Wednesday,July
6709,Egypt,visit_home,,1761094936000,2025-10-22 02:02:16 AM,2025-10-22 02:02:16,2025-10-22,02:02:16 AM,2,Wednesday,October
3326,South Africa,visit_home,,1750038985000,2025-06-16 02:56:25 AM,2025-06-16 02:56:25,2025-06-16,02:56:25 AM,2,Monday,June
